Country,Survey,PopClass,FoodexL1,Metrics,NrConsumers,PercConsumers,Mean,STD,P5,P10,Median,P95,P97,P99
Belgium,Diet National 2004,Very elderly,Food for infants and small children,A.01.001715,6,0.90,31.46,46.33,6.25,6.25,13,125,125,125
Belgium,Diet National 2004,Very elderly,Products for special nutritional use,A.01.001748,84,11.90,29.92,39.53,5,5,20,79,107.5,318.7
Belgium,Diet National 2004,Very elderly,Composite food (including frozen products),A.01.001789,503,71.40,220.56,120.43,37.5,80,236.25,408.75,551,612.5
Belgium,Diet National 2004,Very elderly,"Snacks, desserts, and other foods",A.01.001877,202,28.70,74.78,61.57,11,18.75,61.25,191.25,250,265.5
Belgium,Regional Flanders,Other children,Grains and grain-based products,A.01.000001,625,100.00,137.26,48.66,72,81.83,133.5,224,254.83,292.37
Belgium,Regional Flanders,Other children,Vegetables and vegetable products (including fungi,A.01.000317,595,95.20,64.29,45.36,13.33,19.33,54.23,155.33,183.17,230.5
Belgium,Regional Flanders,Other children,Starchy roots and tubers,A.01.000467,616,98.60,80.09,43.44,23.33,33.33,70.67,166.67,186.67,210
Belgium,Regional Flanders,Other children,"Legumes, nuts and oilseeds",A.01.000486,91,14.60,14.89,11.24,1.67,2.67,13.33,32.33,33.33,79.33
Belgium,Regional Flanders,Other children,Fruit and fruit products,A.01.000544,556,89.00,112.91,80.51,11.67,23.33,95,270.83,296.67,377
Belgium,Regional Flanders,Other children,Meat and meat products (including edible offal),A.01.000727,606,97.00,49.24,31.46,8,13.79,45,109.5,120.33,144.62
Belgium,Regional Flanders,Other children,"Fish and other seafood (including amphibians, rept",A.01.000876,197,31.50,28.78,15.9,8.33,11,26.33,58.33,73.33,89.33
Belgium,Regional Flanders,Other children,Milk and dairy products,A.01.000948,619,99.00,432.35,238.65,62.83,111,419.17,845.83,980.33,"1,081.33"
Belgium,Regional Flanders,Other children,Eggs and egg products,A.01.001252,5,0.80,4.37,7.1,0.33,0.33,1,17,17,17
Belgium,Regional Flanders,Other children,Sugar and confectionary,A.01.001267,583,93.30,31.48,27.62,4,5.67,23.33,86.67,99.33,119.17
Belgium,Regional Flanders,Other children,Animal and vegetable fats and oils,A.01.001346,577,92.30,9.39,7.7,0.67,1.2,8,24,27.83,31.93
Belgium,Regional Flanders,Other children,Fruit and vegetable juices,A.01.001394,490,78.40,221.8,177.4,50,50,183.33,562.5,633.33,"1,004.33"
Belgium,Regional Flanders,Other children,Non-alcoholic beverages (excepting milk based beve,A.01.001470,423,67.70,196.88,175.66,33.33,50,146.67,550,677.83,827
Belgium,Regional Flanders,Other children,Alcoholic beverages,A.01.001534,19,3.00,18.52,27.58,1,1.67,6,100,100,100
Belgium,Regional Flanders,Other children,Drinking water (water without any additives except,A.01.001573,566,90.60,255.88,193.79,25,50,204.08,620,716.67,900
Belgium,Regional Flanders,Other children,"Herbs, spices and condiments",A.01.001580,450,72.00,14.39,13.93,0.5,1.17,9.88,40.92,50.67,62.37
Belgium,Regional Flanders,Other children,Food for infants and small children,A.01.001715,372,59.50,23.58,57.91,3.67,5,12.5,49.33,133.33,365
Belgium,Regional Flanders,Other children,Products for special nutritional use,A.01.001748,2,0.30,20.42,18.27,7.5,7.5,20.42,33.33,33.33,33.33
Belgium,Regional Flanders,Other children,Composite food (including frozen products),A.01.001789,605,96.80,102.75,76.34,15,21.67,85,247.17,284.83,324.33
Belgium,Regional Flanders,Other children,"Snacks, desserts, and other foods",A.01.001877,339,54.20,48.11,41.26,5,8.33,41.67,138,158.33,191.67
Czech Republic,Czech National Food Consumption Survey,Other children,Grains and grain-based products,A.01.000001,389,100.00,193.74,72.09,95.88,110.5,184.78,327.09,365.4,429.92
Czech Republic,Czech National Food Consumption Survey,Other children,Vegetables and vegetable products (including fungi,A.01.000317,389,100.00,81.36,64.46,11.93,18.17,64.65,207.04,272.71,305.98
Czech Republic,Czech National Food Consumption Survey,Other children,Starchy roots and tubers,A.01.000467,319,82.00,94.17,54.7,15.68,36.23,90.56,203.38,222.2,273.13
Czech Republic,Czech National Food Consumption Survey,Other children,"Legumes, nuts and oilseeds",A.01.000486,193,49.60,10.21,11.42,2.27,3.33,6.82,29.32,37.5,47.95
Czech Republic,Czech National Food Consumption Survey,Other children,Fruit and fruit products,A.01.000544,381,97.90,178.67,114.17,19.17,47.95,155,390,435,501.46
Czech Republic,Czech National Food Consumption Survey,Other children,Meat and meat products (including edible offal),A.01.000727,376,96.70,106.69,62.74,22.5,34.09,97.13,235.04,259.2,317.85
Czech Republic,Czech National Food Consumption Survey,Other children,"Fish and other seafood (including amphibians, rept",A.01.000876,105,27.00,42.92,32.03,2.25,3,37.5,86.54,115.38,127.5
Czech Republic,Czech National Food Consumption Survey,Other children,Milk and dairy products,A.01.000948,386,99.20,283.21,143.82,69.35,103.75,279.79,529.69,614.09,696.84
Czech Republic,Czech National Food Consumption Survey,Other children,Eggs and egg products,A.01.001252,346,88.90,17.77,19.31,1.25,2.12,9.4,58.34,72.24,78.86
Czech Republic,Czech National Food Consumption Survey,Other children,Sugar and confectionary,A.01.001267,385,99.00,38.64,30.68,5.27,9.5,30.29,103.5,115,129.33
Czech Republic,Czech National Food Consumption Survey,Other children,Animal and vegetable fats and oils,A.01.001346,389,100.00,31.05,16.91,11.76,14.11,27.67,58.48,75.66,102.03
Czech Republic,Czech National Food Consumption Survey,Other children,Fruit and vegetable juices,A.01.001394,151,38.80,223.66,307.66,75,100,150,450,"1,000.00","2,150.00"
Czech Republic,Czech National Food Consumption Survey,Other children,Non-alcoholic beverages (excepting milk based beve,A.01.001470,201,51.70,265.19,227.46,75,100,200,700,875,"1,100.00"
Czech Republic,Czech National Food Consumption Survey,Other children,Alcoholic beverages,A.01.001534,21,5.40,53.85,127.41,0.18,0.26,2.09,250,500,500
Czech Republic,Czech National Food Consumption Survey,Other children,Drinking water (water without any additives except,A.01.001573,389,100.00,613.68,329.77,207.58,275.76,540.91,"1,263.07","1,407.02","1,693.64"
Czech Republic,Czech National Food Consumption Survey,Other children,"Herbs, spices and condiments",A.01.001580,389,100.00,15.01,10.12,3.67,5.14,12.59,33.62,38.25,58.38
Czech Republic,Czech National Food Consumption Survey,Other children,Food for infants and small children,A.01.001715,16,4.10,69.21,52.36,8.43,15,75,225,225,225
Czech Republic,Czech National Food Consumption Survey,Other children,Composite food (including frozen products),A.01.001789,50,12.90,37.09,35.01,5,7.5,27.5,107.5,125,137.5
Czech Republic,Czech National Food Consumption Survey,Other children,"Snacks, desserts, and other foods",A.01.001877,218,56.00,64.83,47.74,3.7,12.5,50.4,155,190,212.5
Czech Republic,Czech National Food Consumption Survey,Adolescents,Grains and grain-based products,A.01.000001,298,100.00,275.96,133.09,127.11,141.88,244.72,528.5,581.97,889.98
Czech Republic,Czech National Food Consumption Survey,Adolescents,Vegetables and vegetable products (including fungi,A.01.000317,298,100.00,105.86,83.75,16.13,27.04,86.57,246.61,308.81,488.93
Czech Republic,Czech National Food Consumption Survey,Adolescents,Starchy roots and tubers,A.01.000467,236,79.20,127.89,83.51,20.29,46,104.22,304.39,333.5,433.57
Czech Republic,Czech National Food Consumption Survey,Adolescents,"Legumes, nuts and oilseeds",A.01.000486,143,48.00,13.91,19.93,1.6,2.27,6.82,46.88,63.24,125
Czech Republic,Czech National Food Consumption Survey,Adolescents,Fruit and fruit products,A.01.000544,274,91.90,190.75,135.57,15,40.95,160,454.17,563.05,587.2
Czech Republic,Czech National Food Consumption Survey,Adolescents,Meat and meat products (including edible offal),A.01.000727,296,99.30,152.93,96.08,35.76,50,139.88,327.74,396.87,509.81
Czech Republic,Czech National Food Consumption Survey,Adolescents,"Fish and other seafood (including amphibians, rept",A.01.000876,71,23.80,67.28,50.25,6,10,60,155,209.13,225
Czech Republic,Czech National Food Consumption Survey,Adolescents,Milk and dairy products,A.01.000948,298,100.00,270.82,190.05,25.45,67,238.72,600.42,750,900.5
Czech Republic,Czech National Food Consumption Survey,Adolescents,Eggs and egg products,A.01.001252,269,90.30,22.36,23.23,1.6,2.5,13.52,69.09,84.78,109.24
Czech Republic,Czech National Food Consumption Survey,Adolescents,Sugar and confectionary,A.01.001267,287,96.30,38.2,34.23,2.73,6.64,29.5,120.75,136.01,158
Czech Republic,Czech National Food Consumption Survey,Adolescents,Animal and vegetable fats and oils,A.01.001346,298,100.00,43.01,26.63,13.34,17.72,37.29,92.32,115.04,154.96
Czech Republic,Czech National Food Consumption Survey,Adolescents,Fruit and vegetable juices,A.01.001394,84,28.20,222.12,237.12,50,100,150,500,600,"1,850.00"
Czech Republic,Czech National Food Consumption Survey,Adolescents,Non-alcoholic beverages (excepting milk based beve,A.01.001470,196,65.80,359.26,336.63,100,100,250,"1,100.00","1,375.00","1,400.00"
Czech Republic,Czech National Food Consumption Survey,Adolescents,Alcoholic beverages,A.01.001534,28,9.40,216.07,270.87,0.36,0.36,125,750,"1,000.00","1,000.00"
Czech Republic,Czech National Food Consumption Survey,Adolescents,Drinking water (water without any additives except,A.01.001573,298,100.00,852.34,499.63,256.2,328.57,749.4,"1,766.73","2,200.46","2,856.48"
Czech Republic,Czech National Food Consumption Survey,Adolescents,"Herbs, spices and condiments",A.01.001580,298,100.00,20.19,15.86,5.34,6.82,16.46,46.49,58.56,73.87
Czech Republic,Czech National Food Consumption Survey,Adolescents,Food for infants and small children,A.01.001715,2,0.70,122.5,38.89,95,95,122.5,150,150,150
Czech Republic,Czech National Food Consumption Survey,Adolescents,Composite food (including frozen products),A.01.001789,57,19.10,78.42,73.27,7.5,10,60,250,250,325
Czech Republic,Czech National Food Consumption Survey,Adolescents,"Snacks, desserts, and other foods",A.01.001877,127,42.60,57.36,49.38,1.85,3.57,50,151,175,250
Czech Republic,Czech National Food Consumption Survey,Adults,Grains and grain-based products,A.01.000001,"1,665",99.90,277.74,139.93,95,126.66,251.96,540.44,586.25,713.46
Czech Republic,Czech National Food Consumption Survey,Adults,Vegetables and vegetable products (including fungi,A.01.000317,"1,666",100.00,125.89,90.99,20.21,31.1,105,300.12,351.77,430.16
Czech Republic,Czech National Food Consumption Survey,Adults,Starchy roots and tubers,A.01.000467,"1,308",78.50,123.14,76.05,22.22,45.54,102.64,256.6,304.88,361.68
Czech Republic,Czech National Food Consumption Survey,Adults,"Legumes, nuts and oilseeds",A.01.000486,724,43.50,19.64,22.56,1.5,2,11.37,60,75,100
Czech Republic,Czech National Food Consumption Survey,Adults,Fruit and fruit products,A.01.000544,"1,411",84.70,146.51,120.15,6.1,16.18,121.95,372.08,443.5,546
Czech Republic,Czech National Food Consumption Survey,Adults,Meat and meat products (including edible offal),A.01.000727,"1,625",97.50,189.72,120.73,38.76,55.91,167.66,419.9,486.67,574.24
Czech Republic,Czech National Food Consumption Survey,Adults,"Fish and other seafood (including amphibians, rept",A.01.000876,350,21.00,79.59,56.2,7.5,15,75,179,225,271.88
Czech Republic,Czech National Food Consumption Survey,Adults,Milk and dairy products,A.01.000948,"1,621",97.30,176.47,166.4,15,27.5,134.84,490.76,591.07,717.83
Czech Republic,Czech National Food Consumption Survey,Adults,Eggs and egg products,A.01.001252,"1,435",86.10,22.65,26.3,1.93,2.67,11.45,78.13,97.63,116.1
Czech Republic,Czech National Food Consumption Survey,Adults,Sugar and confectionary,A.01.001267,"1,549",93.00,27.82,31.27,2.5,5,19,81.35,108.03,140
Czech Republic,Czech National Food Consumption Survey,Adults,Animal and vegetable fats and oils,A.01.001346,"1,651",99.10,41.59,24.24,10.98,15.62,37.22,87.19,100.2,114.95
Czech Republic,Czech National Food Consumption Survey,Adults,Fruit and vegetable juices,A.01.001394,256,15.40,209.85,166.4,10,100,150,500,650,800
Czech Republic,Czech National Food Consumption Survey,Adults,Non-alcoholic beverages (excepting milk based beve,A.01.001470,519,31.20,350.24,294.38,100,100,250,"1,000.00","1,050.00","1,250.00"
Czech Republic,Czech National Food Consumption Survey,Adults,Alcoholic beverages,A.01.001534,965,57.90,745.15,789.44,36.25,100,500,"2,273.75","2,750.00","3,568.18"
Czech Republic,Czech National Food Consumption Survey,Adults,Drinking water (water without any additives except,A.01.001573,"1,666",100.00,"1,312.63",626.46,441.54,614.13,"1,225.63","2,428.32","2,670.00","3,125.00"
Czech Republic,Czech National Food Consumption Survey,Adults,"Herbs, spices and condiments",A.01.001580,"1,660",99.60,20.95,15.43,4.1,6.04,17.19,48.84,56.48,71.96
Czech Republic,Czech National Food Consumption Survey,Adults,Food for infants and small children,A.01.001715,5,0.30,88,43.1,30,30,90,150,150,150
Czech Republic,Czech National Food Consumption Survey,Adults,Products for special nutritional use,A.01.001748,2,0.10,142.5,152.03,35,35,142.5,250,250,250
Czech Republic,Czech National Food Consumption Survey,Adults,Composite food (including frozen products),A.01.001789,394,23.60,84.97,74.66,10,12.5,75,240,300,375
Czech Republic,Czech National Food Consumption Survey,Adults,"Snacks, desserts, and other foods",A.01.001877,372,22.30,60.82,48.66,1.43,5.55,50,150,185,250
Germany,Eating Study as a KiGGS Module (EsKiMo),Other children,Grains and grain-based products,A.01.000001,835,100.00,216.46,76.42,109.73,128.25,205.66,358.97,381.52,421.62
Germany,Eating Study as a KiGGS Module (EsKiMo),Other children,Vegetables and vegetable products (including fungi,A.01.000317,830,99.40,100.23,71.34,17.25,26.13,85.4,232.77,284.72,320.17
Germany,Eating Study as a KiGGS Module (EsKiMo),Other children,Starchy roots and tubers,A.01.000467,714,85.50,67.43,47.62,13,20.67,55.79,162.78,187.43,207.67
Germany,Eating Study as a KiGGS Module (EsKiMo),Other children,"Legumes, nuts and oilseeds",A.01.000486,388,46.50,13.12,15.67,0.59,1.12,7.93,45.82,60.09,76.3
Germany,Eating Study as a KiGGS Module (EsKiMo),Other children,Fruit and fruit products,A.01.000544,805,96.40,147.64,97.23,20,37.71,130,323.01,369.98,427.3
Germany,Eating Study as a KiGGS Module (EsKiMo),Other children,Meat and meat products (including edible offal),A.01.000727,824,98.70,77.18,44.16,19.68,27.66,70.44,158.91,185.09,222.27
Germany,Eating Study as a KiGGS Module (EsKiMo),Other children,"Fish and other seafood (including amphibians, rept",A.01.000876,281,33.70,29.42,20,4.54,8.36,25.67,66.33,75.45,98.67
Germany,Eating Study as a KiGGS Module (EsKiMo),Other children,Milk and dairy products,A.01.000948,835,100.00,296.97,171.49,59.5,89.04,272.37,604.8,694.26,796.07
Germany,Eating Study as a KiGGS Module (EsKiMo),Other children,Eggs and egg products,A.01.001252,749,89.70,21.46,19.1,1.54,2.65,17.56,60.22,72.57,86.94
Germany,Eating Study as a KiGGS Module (EsKiMo),Other children,Sugar and confectionary,A.01.001267,831,99.50,40.23,26.64,8.71,12.03,34.28,92.16,110.02,123.19
Germany,Eating Study as a KiGGS Module (EsKiMo),Other children,Animal and vegetable fats and oils,A.01.001346,833,99.80,15.92,10.35,3.83,5.25,13.62,35.51,41.04,50.49
Germany,Eating Study as a KiGGS Module (EsKiMo),Other children,Fruit and vegetable juices,A.01.001394,756,90.50,240.74,211.48,0.48,10,196.67,616.67,729.67,"1,016.67"
Germany,Eating Study as a KiGGS Module (EsKiMo),Other children,Non-alcoholic beverages (excepting milk based beve,A.01.001470,662,79.30,297.92,234.69,50,66.67,250,733.33,853.33,"1,150.05"
Germany,Eating Study as a KiGGS Module (EsKiMo),Other children,Alcoholic beverages,A.01.001534,100,12.00,25.72,55.52,0.06,0.14,1.79,166.67,220,220.04
Germany,Eating Study as a KiGGS Module (EsKiMo),Other children,Drinking water (water without any additives except,A.01.001573,829,99.30,446.38,317.7,46.03,82.8,392.62,"1,046.07","1,199.75","1,383.33"
Germany,Eating Study as a KiGGS Module (EsKiMo),Other children,"Herbs, spices and condiments",A.01.001580,833,99.80,8.77,9.6,0.84,1.25,5.76,27.89,35.41,47.77
Germany,Eating Study as a KiGGS Module (EsKiMo),Other children,Products for special nutritional use,A.01.001748,92,11.00,36.08,90.16,0,0.67,3.33,250,333.33,500
Germany,Eating Study as a KiGGS Module (EsKiMo),Other children,Composite food (including frozen products),A.01.001789,239,28.60,32.38,36.44,0.78,1.31,14.45,100.45,120.11,135.64
Germany,Eating Study as a KiGGS Module (EsKiMo),Other children,"Snacks, desserts, and other foods",A.01.001877,716,85.70,34.36,41.54,0.15,0.51,22.66,116.42,132.71,168.66
Germany,National Nutrition Survey II,Adolescents,Grains and grain-based products,A.01.000001,"1,009",99.80,233.89,122.82,80,103,209.25,467.75,531.2,654
Germany,National Nutrition Survey II,Adolescents,Vegetables and vegetable products (including fungi,A.01.000317,838,82.90,85.86,74.41,5.4,12.5,65.9,231,282.6,342.8
Germany,National Nutrition Survey II,Adolescents,Starchy roots and tubers,A.01.000467,575,56.90,92.54,60.58,25.15,31,70.5,218.45,228,298.5
Germany,National Nutrition Survey II,Adolescents,"Legumes, nuts and oilseeds",A.01.000486,287,28.40,31.29,31.65,3.05,5.65,20,94.65,130,163
Germany,National Nutrition Survey II,Adolescents,Fruit and fruit products,A.01.000544,698,69.00,162.81,156.78,10,20,115.25,480,592.25,732.85
Germany,National Nutrition Survey II,Adolescents,Meat and meat products (including edible offal),A.01.000727,926,91.60,99.54,79.5,13,21.8,81.73,251.85,308.55,376.2
Germany,National Nutrition Survey II,Adolescents,"Fish and other seafood (including amphibians, rept",A.01.000876,120,11.90,57.13,39.9,3.3,4.75,48.5,135,142.5,150
Germany,National Nutrition Survey II,Adolescents,Milk and dairy products,A.01.000948,962,95.20,202.93,193.09,12.1,20.75,149.45,566.5,676.2,871
Germany,National Nutrition Survey II,Adolescents,Eggs and egg products,A.01.001252,142,14.00,23.94,20.31,1.2,4.7,21.4,60,67.2,90
Germany,National Nutrition Survey II,Adolescents,Sugar and confectionary,A.01.001267,611,60.40,33.36,36.43,2,3.5,22.5,114,134,175.25
Germany,National Nutrition Survey II,Adolescents,Animal and vegetable fats and oils,A.01.001346,960,95.00,20.32,18.34,1.55,3.25,15,56.5,67.5,82.45
Germany,National Nutrition Survey II,Adolescents,Fruit and vegetable juices,A.01.001394,625,61.80,515.17,425.55,87.5,100,400,"1,375.00","1,625.00","2,060.00"
